"","Map","est.percentage","lci.percentage","uci.percentage"
"812","Coventry",50.7467347573185,25.6784021626349,80.8153003933522
"813","Craven",68.4788506467011,40.4775911853675,102.061573491659
"814","Crawley",63.3618322524539,36.179249588312,95.9702988344958
"815","Croydon",57.7588644686991,31.4894837672855,89.2764242842473
"816","Dacorum",58.5822346968684,32.210763748397,90.2139012623136
"817","Darlington",63.6711987407868,36.48790739113,96.2683860371577
"818","Dartford",46.6341010285481,22.2476054802974,75.8853230701181
"819","Daventry",59.1239665944074,32.7303615553492,90.765974325922
"820","Denbighshire",58.7196483622803,32.4006801956611,90.2703727731412
"821","Derby",47.5845676410626,23.0844397050536,76.9614799238112
"822","Derbyshire Dales",54.4638496342393,28.6251879752938,85.4930688102219
"823","Derry City and Strabane",36.8294004512771,14.1042183148337,64.0805669094358
"824","Doncaster",35.2669731943513,12.8131183330993,62.1899501362598
"825","Dorset",45.890867229569,21.6862118103164,74.9100808082785
"826","Dover",24.7665080508918,3.97758204238143,49.7119015988297
"827","Dudley",42.1919393236031,18.5582370665964,70.5368442451628
"828","Dumfries and Galloway",53.0712121049147,27.5797058552819,83.6561373001294
"829","Dundee City",50.3323983448047,25.390530916482,80.2355395333158
"830","Ealing",70.7262912517816,42.3365419355554,104.778520878954
"831","East Cambridgeshire",52.943533566905,27.5283215396799,83.4237616987122
"832","East Devon",44.4486757230856,20.4129711955747,73.2821614729823
"833","East Hampshire",55.8250928721508,29.8966676672483,86.9290414040134
"834","East Hertfordshire",66.702045879635,38.9206812893706,100.039129109729
"835","East Lindsey",18.1486206344627,-1.60561969404265,41.8688396066967
"836","East Lothian",69.4488271915436,41.2991690501169,103.206467735175
"837","East Northamptonshire",36.3972056851242,13.5482297704959,63.8440137403546
"838","East Renfrewshire",98.236390969625,65.0053790721065,138.159912880714
"839","East Riding of Yorkshire",46.4064081446271,22.0951554089922,75.5584508984741
"840","East Staffordshire",45.0452772570203,20.9888773379454,73.8848472475888
"841","East Suffolk",40.2695333147109,16.7180372718103,68.573276557991
"842","Eastbourne",23.0901173834519,2.60472724416212,47.6654868095664
"843","Eastleigh",62.7053689623276,35.7139377624014,95.0649839334433
"844","Eden",57.8843311246708,31.3428220247278,89.7892981924177
"845","Elmbridge",81.5472741236572,51.3648786726671,117.748086813497
"846","Enfield",67.6590179936732,39.7985753499737,101.071765175239
"847","Epping Forest",58.2634359284977,31.9766910405765,89.7859004829334
"848","Epsom and Ewell",63.5754754418374,36.1341097379707,96.5483611530174
"849","Erewash",62.1051484914118,35.1955139759874,94.3709402376326
"850","Exeter",50.1800706017434,25.2365002501897,80.0916950001601
"851","Falkirk",55.7672527991542,29.8240643722071,86.8947576239182
"852","Fareham",43.9601335660891,20.0147325185516,72.6831333241748
"853","Fenland",30.4661396274629,8.75819326367222,56.5069543590718
"854","Fermanagh and Omagh",87.3089132115007,56.1239158493082,124.722963023406
"855","Fife",41.710547599389,18.1689160045891,69.9421470544658
"856","Flintshire",72.0644218108764,43.4622516255131,106.369026818244
"857","Folkestone and Hythe",16.9924912323297,-2.54772957544286,40.4507349609956
"858","Forest of Dean",47.5203424527041,22.8850433478688,77.0943871155864
"859","Fylde",51.5486934698455,26.3898567109406,81.7155829596657
"860","Gateshead",37.9887922038809,15.038537571786,65.5176358792284
"861","Gedling",50.9865272434615,25.9004830786282,81.0710400118421
"862","Glasgow City",46.6873416852022,22.3272369115316,75.8984896081052
"863","Gloucester",63.8748232951273,36.6913689910327,96.4641799130049
"864","Gosport",39.2888560936821,16.1124964111059,67.0912781273281
"865","Gravesham",63.9512500262498,36.7260534007752,96.5975885106434
"866","Great Yarmouth",40.559268450294,17.2311583439982,68.5294952840776
"867","Greenwich",72.5767715665575,43.923178792598,106.934993613881
"868","Guildford",34.2110620864767,11.7753101550557,61.1501606338005
"869","Gwynedd",49.9666635168828,25.0700965764904,79.8191636690031
"870","Hackney and City of London",74.7309594847127,45.6014476345506,109.688218753695
"871","Halton",53.4975263183766,28.0351024048018,84.0236790014633
"872","Hambleton",67.637195847723,39.8051957172729,101.00990730358
"873","Hammersmith and Fulham",88.4585791886392,57.0841712042122,126.099394977412
"874","Harborough",81.8308525224068,51.5844648975705,118.112449394906
"875","Haringey",76.6208379122971,47.1760814743146,111.956454284904
"876","Harlow",41.2291588966111,17.7617601583976,69.3731080090509
"877","Harrogate",63.5680143903894,36.3997107406696,96.1477424426634
"878","Harrow",43.0790977522931,19.2648419177118,71.6484748098259
"879","Hart",66.0781278308454,38.4462090280719,99.2249895279256
"880","Hartlepool",42.0240025508925,18.4702993459408,70.2605413503333
"881","Hastings",41.4056809816583,17.9535436049803,69.5206943578612
"882","Havant",44.5051884593204,20.514237365026,73.2720543915065
"883","Havering",56.4142435327443,30.4239713605039,87.5837342224151
"884","Herefordshire, County of",45.6829360444349,21.4944431545878,74.6871486749596
"885","Hertsmere",68.7687138423259,40.7064090171284,102.427728565837
"886","High Peak",50.9514123176864,25.8647032518618,81.0382759581736
"887","Highland",46.466667817388,22.1043196474295,75.6898105117994
"888","Hillingdon",75.2830359940138,46.066737249281,110.3431848063
"889","Hinckley and Bosworth",67.8958103122456,39.9515312375259,101.41975490474
"890","Horsham",55.5250259749979,29.7192690156686,86.4644619728942
"891","Hounslow",55.879211312548,29.9483998587563,86.9844380218023
"892","Huntingdonshire",50.2730517790497,25.3460604110478,80.1571586449207
"893","Hyndburn",59.8495433579629,33.2706333375397,91.7292345045966
"894","Inverclyde",55.2864911449713,29.496829469174,86.2122372490782
"895","Ipswich",34.1259809289441,11.818065403061,60.8843677924962
"896","Isle of Anglesey",49.8648038124485,24.6101734437098,80.2377671185033
"897","Isle of Wight",36.4174760338975,13.7466142560956,63.6068720740997
"898","Islington",96.3723358239303,63.535200980141,135.803020058228
"899","Kensington and Chelsea",70.4532814520197,42.1190177609544,104.43654632226
"900","Kettering",38.9318010049933,15.907302951761,66.5300187212906
"901","King's Lynn and West Norfolk",34.0371323808829,11.7820879506328,60.7230029986984
"902","Kingston upon Hull, City of",35.6938137620764,12.9725372530775,62.9848416350009
"903","Kingston upon Thames",65.9715838709355,38.3716178877235,99.0767114899142
"904","Kirklees",38.454536021418,15.4571794449662,66.0326247103893
"905","Knowsley",18.0364936381113,-1.64634389582685,41.6583214316192
"906","Lambeth",90.0706480470423,58.4232346750341,128.040106131704
"907","Lancaster",58.9748668971712,32.4272486682244,90.8444716562136
"908","Leeds",49.0235199349959,24.2463188726184,78.7417904637041
"909","Leicester",47.1889264857109,22.7293183269961,76.5232657961449
"910","Lewes",29.9130788759085,8.28731596008121,55.8576635996747
"911","Lewisham",76.5194532448454,47.0731767501717,111.861320074619
"912","Lichfield",65.4734525035501,37.9056364089613,98.5521708644634
"913","Lincoln",54.5407467094373,28.9188661675016,85.2548281217426
"914","Lisburn and Castlereagh",60.8123541798,34.0939629446517,92.8544185656113
"915","Liverpool",46.3768363153607,22.0517183324965,75.5499922690489
"916","Luton",50.8462503526055,25.7766792403678,80.9126412214729
"917","Maidstone",35.4176428967323,12.8777695238829,62.4583661163408
"918","Maldon",51.0232731680815,25.8359736015035,81.2520568293871
"919","Malvern Hills",57.9019604271902,31.687825057217,89.3343526321951
"920","Manchester",50.5914970368098,25.4810464065072,80.7268876792812
"921","Mansfield",41.6833728319637,18.1835587600127,69.8559287574382
"922","Medway",49.5874025250303,24.7550008035343,79.3626776486824
"923","Melton",81.7009351255683,51.4879792933996,117.939601409315
"924","Mendip",41.508684567588,17.8981851414514,69.8474644374209
"925","Merton",78.2616722638282,48.5744483504275,113.880812960158
"926","Mid and East Antrim",58.7433320038965,32.3826741120483,90.353047517159
"927","Mid Devon",59.0741702767996,32.7002527484539,90.6898526954542
"928","Mid Suffolk",25.4789971487492,4.44596172941476,50.7476063674523
"929","Mid Sussex",50.5109884773594,25.5048052121897,80.4995244136802
"930","Middlesbrough",37.9150872558383,15.0264230241192,65.3582784956912
"931","Midlothian",53.2425835848544,27.7909047673449,83.7633864985505
"932","Milton Keynes",54.0897849953624,28.5083835816683,84.7635242009536
"933","Mole Valley",66.6170514429346,38.8646491309156,99.9158317489818
"934","Monmouthshire",75.9206461382543,46.5789931087436,111.135805215562
"935","Moray",44.1759727425458,20.0694935707109,73.1223352251224
"936","Neath Port Talbot",47.1681834682884,22.7434184213594,76.4532429022432
"937","New Forest",35.7470076000713,13.158753840063,62.8442294302625
"938","Newark and Sherwood",48.2627380959267,23.6724527331586,77.7424076413396
"939","Newcastle upon Tyne",29.933858978697,8.16984668480203,56.0768386618041
"940","Newcastle-under-Lyme",53.634813754081,28.084259599532,84.2822535028917
"941","Newham",74.9354310667538,45.8634060324443,109.80179933344
"942","Newport",76.0171370432354,46.8418018744161,110.989187938418
"943","Newry, Mourne and Down",40.1856260263072,16.884870856929,68.1313381305129
"944","North Ayrshire",52.1624531819363,26.9207541543653,82.4241615377183
"945","North Devon",51.316674508073,26.2004439179905,81.4315011368835
"946","North East Derbyshire",43.9883864514799,19.9731506929918,72.8107940246985
"947","North East Lincolnshire",47.1600002302573,22.759395395205,76.4106575961127
"948","North Hertfordshire",61.3433376036834,34.4710972495636,93.5856338019184
"949","North Kesteven",39.0418189729162,15.9007618998172,66.8032815867769
"950","North Lincolnshire",35.9595334809456,13.4076463008098,62.9960178815949
"951","North Norfolk",21.9697566410143,1.57445900379356,46.4602586218318
"952","North Somerset",57.0881766591694,30.925414072292,88.4790315230692
"953","North Tyneside",26.227048709315,5.22112357036022,51.4265129017499
"954","North Warwickshire",31.5028461984096,9.56910820233521,57.8273186850125
"955","North West Leicestershire",58.8907141597961,32.5002806808594,90.5374004981791
"956","Northampton",40.815228334355,17.4461082443057,68.834274947701
"957","Northumberland",35.6929709028611,13.0818209886059,62.8253081837084
"958","Norwich",30.0305293306689,8.33024364244517,56.0777303688182
"959","Nottingham",44.5949676120291,20.5702788771009,73.4067869249543
"960","Nuneaton and Bedworth",36.6886253414181,13.9687481369529,63.937751384922
"961","Oadby and Wigston",71.0823547093603,42.5755565904019,105.288850297006
"962","Oldham",44.6934450042431,20.6751976111582,73.4920964841252
"963","Oxford",72.1333473792048,43.4635538927536,106.532519765402
"964","Pembrokeshire",43.7063226332403,19.8208430620625,72.353211987269
"965","Pendle",49.250888441773,24.3209189648615,79.1800437620211
"966","Perth and Kinross",60.2873758692062,33.6158467470262,92.2829027284369
"967","Peterborough",42.5221419059038,18.875140278701,70.8730764550442
"968","Plymouth",41.8159669031787,18.2524255134338,70.0748917526324
"969","Portsmouth",54.0813305418383,28.5016836268599,84.7528822305703
"970","Powys",66.6011147945362,38.7731873859301,100.009324377573
"971","Preston",33.375460098008,11.1359495655855,60.0653382266496
"972","Reading",62.8950840294835,35.8511130073163,95.3227162705943
"973","Redbridge",64.8024803751558,37.3189352903899,97.7866889250806
"974","Redcar and Cleveland",49.4756160255343,24.6629882595785,79.226890820951
"975","Redditch",52.4268106553723,27.0960721641596,82.8060632476459
"976","Reigate and Banstead",63.3828824665035,36.2783437065655,95.8782705823071
"977","Renfrewshire",66.0908619162501,38.526989458408,99.1393483676729
"978","Rhondda Cynon Taf",60.8745344172343,34.1756165711435,92.8861330049436
"979","Ribble Valley",45.2993011630715,21.0400010069964,74.4207430835747
"980","Richmond upon Thames",80.7641669365998,50.6533846835089,116.893129330799
"981","Richmondshire",91.1573080415378,58.8070441539974,130.09757918706
"982","Rochdale",34.1064148412814,11.8347163224487,60.8134852305413
"983","Rochford",50.5348387538547,25.4202713632418,80.678429669627
"984","Rossendale",57.4783629690853,31.3399853673056,88.8186201183809
"985","Rother",35.5999029919746,13.043222541561,62.65755060789
"986","Rotherham",37.8597071076605,14.9869744356352,65.2821890226209
"987","Rugby",47.8168661923822,23.047386951408,77.5724497064309
"988","Runnymede",59.0918357670947,32.6282941318117,90.8356913841465
"989","Rushcliffe",43.0698487901095,19.021509674179,71.9771635300088
"990","Rushmoor",65.1394105215207,37.7335916809561,97.998357369243
"991","Ryedale",59.3335121037411,32.8212253400543,91.1378848848575
"992","Salford",47.1264607664903,22.6970665081462,76.4198287188591
"993","Sandwell",41.8980639946533,18.3259725873049,70.1660263183081
"994","Scarborough",39.3490743075935,16.209315678549,67.096453472771
"995","Scottish Borders",71.7735931032195,43.1165223488104,106.168839232109
"996","Sedgemoor",37.0999216863474,14.3457448621717,64.3820550476897
"997","Sefton",42.1202040404221,18.5365391286241,70.3960023210579
"998","Selby",52.1417375777416,26.86665838263,82.4522582076899
"999","Sevenoaks",67.0244201304867,39.2777326757314,100.298758344063
"1000","Sheffield",42.5006209091399,18.8087627497216,70.9169129407332
"1001","Shropshire",39.5820485956498,16.4115608747319,67.3643763880441
"1002","Slough",76.9061114543922,47.4817355122375,112.201003474881
"1003","Solihull",48.7041409747087,23.9027696131596,78.4699535939787
"1004","Somerset West and Taunton",44.6021644303159,20.6280279891844,73.3410245238106
"1005","South Ayrshire",58.0692214779526,31.8463794137139,89.5075078265451
"1006","South Bucks",72.1662797711722,43.5121180791823,106.541637646872
"1007","South Cambridgeshire",30.5998959205313,8.75915541013448,56.8266391011736
"1008","South Derbyshire",65.2779944962458,37.8259230266467,98.1979504640773
"1009","South Gloucestershire",49.3784121390913,24.5638824288993,79.1362759259926
"1010","South Hams",52.5427604741165,27.1464830587413,83.0116981081839
"1011","South Holland",30.7210768547086,9.00035230330678,56.7701348937405
"1012","South Kesteven",55.5813580943599,29.7282717030183,86.586614226221
"1013","South Lakeland",35.3130344583224,12.796267826453,62.3246730334208
"1014","South Lanarkshire",67.2682327756571,39.531753320919,100.518240687059
"1015","South Norfolk",40.1079480990447,16.8621075637037,67.9777776540939
"1016","South Northamptonshire",55.6960264120781,29.5489348560162,87.1204318850853
"1017","South Oxfordshire",54.8752433384928,29.1385260201085,85.7411706512927
"1018","South Ribble",63.4492231000271,36.2877426920257,96.0238536811983
"1019","South Somerset",59.1099451298842,32.6619835224241,90.8306657796623
"1020","South Staffordshire",59.6590101400641,33.1610193086167,91.4298918050981
"1021","South Tyneside",45.2147259982929,21.1070189634817,74.1213418284031
"1022","Southampton",49.9194328689521,24.9580778027454,79.8670141775694
"1023","Southend-on-Sea",45.3993685684707,21.2301303544988,74.3871454917186
"1024","Southwark",90.2412049304558,58.5498827367265,128.267062887006
"1025","Spelthorne",40.8180418918658,17.3809504036556,68.9347449826213
"1026","St Albans",66.3014670116471,38.636542660192,99.4869274691393
"1027","St. Helens",51.6721650595933,26.5339050120673,81.8045973659836
"1028","Stafford",28.5589566839452,7.15117152711575,54.2438137457233
"1029","Staffordshire Moorlands",36.8386751184699,13.6249204956567,64.7950372726018
"1030","Stevenage",48.5290160455433,23.844661190583,78.1333841553981
"1031","Stirling",56.1958770625365,30.0862302527363,87.5459990187689
"1032","Stockport",54.0221228521119,28.4583390418068,84.6732139370916
"1033","Stockton-on-Tees",36.3831474920397,13.7214871980609,63.5606724650065
"1034","Stoke-on-Trent",39.4285540204716,16.306389015448,67.1474958581808
"1035","Stratford-on-Avon",48.9119115651884,24.1215971259247,78.6534972113
"1036","Stroud",74.7045775899793,45.6422734127705,109.566142547023
"1037","Sunderland",46.7966791357067,22.4653828919121,75.9620922778725
"1038","Surrey Heath",71.2222613507494,42.7138423828183,105.425502478054
"1039","Sutton",68.11089277951,40.1797516952103,101.607378593249
"1040","Swale",47.8984734369076,23.3540037094846,77.3267002867925
"1041","Swansea",56.9521006286947,30.9630937712374,88.0985030392594
"1042","Swindon",64.2127070891532,36.9964919829641,96.8357932325836
"1043","Tameside",51.2487963533679,26.1446016269552,81.349008227826
"1044","Tamworth",39.830609025449,16.5939598478893,67.6982173513677
"1045","Tandridge",69.9395619776768,41.6541383579325,103.87300406425
"1046","Teignbridge",54.0243162086454,28.4694087589413,84.6625606260499
"1047","Telford and Wrekin",29.5620758067992,7.97635739134182,55.4630281379801
"1048","Tendring",19.7992677766503,-0.176675859022779,43.7726571753199
"1049","Test Valley",42.0005219254258,18.450096431608,70.2332782712078
"1050","Tewkesbury",69.264675479709,41.0903946557001,103.065066443159
"1051","Thanet",19.9664123829969,-0.017800081121544,43.9450233313961
"1052","Three Rivers",90.2291175537319,58.6025140512146,128.162317487517
"1053","Thurrock",58.473954560907,32.1873110828113,89.9879350631414
"1054","Tonbridge and Malling",61.3805974953584,34.5923418853721,93.5005876496261
"1055","Torbay",44.8152638065654,20.7358290155216,73.6970773495006
"1056","Torridge",43.0367538671988,19.1115899193052,71.767608599015
"1057","Tower Hamlets",82.831515672384,52.3840387745685,119.362627423942
"1058","Trafford",53.2542454728837,27.7797708755133,83.8073710301489
"1059","Tunbridge Wells",41.2768221012757,17.7875708007433,69.4503106511944
"1060","Uttlesford",82.5806242717599,51.9991908876348,119.314880327941
"1061","Vale of Glamorgan",58.4145521014519,32.1105264589753,89.95587248149
"1062","Vale of White Horse",60.8275130054939,34.0557449176331,92.9457701005255
"1063","Wakefield",43.5322417349343,19.7438230890687,72.0464896308819
"1064","Walsall",40.8306875623867,17.470589327576,68.8361544180894
"1065","Waltham Forest",66.4481839122626,38.7523340083804,99.6723019161397
"1066","Wandsworth",87.987981069816,56.5645231101089,125.718319352922
"1067","Warrington",47.3935252621,22.93011782109,76.725213269601
"1068","Warwick",55.6132795521301,29.7369078250165,86.6507625234155
"1069","Watford",61.9616366139065,34.980884759455,94.3354555824813
"1070","Waverley",54.6827200549786,29.0118840382797,85.4615492360958
"1071","Wealden",39.1481219720707,16.0340710359201,66.8665046007083
"1072","Wellingborough",53.6964686732692,28.1890678726744,84.2793997542497
"1073","Welwyn Hatfield",50.1146734795075,25.171809350486,80.0278777688825
"1074","West Berkshire",69.6227163715874,41.4435255109355,103.415927348697
"1075","West Devon",29.0871745846714,7.48008137909408,55.0380166114636
"1076","West Dunbartonshire",68.545136368492,40.5453212396012,102.123149621214
"1077","West Lancashire",61.0019066472044,34.2339506296112,93.1077333450467
"1078","West Lindsey",36.7781943999167,14.06000672306,64.0213340397699
"1079","West Lothian",61.4149321164368,34.6235845633111,93.5380074350999
"1080","West Oxfordshire",50.8547645605625,25.7913635516256,80.911942983137
"1081","West Suffolk",32.9678698506878,10.8318572046881,59.5250215827077
"1082","Westminster",68.19613201548,40.1101289944216,101.912160298526
"1083","Wigan",48.0385312984781,23.4821954489895,77.4782726313265
"1084","Wiltshire",50.0851117005945,25.1951466845054,79.9234343400291
"1085","Winchester",53.0549905332534,27.6414109617363,83.5284485703214
"1086","Windsor and Maidenhead",79.5949163315329,49.734314365274,115.410436203999
"1087","Wirral",44.571340215737,20.5454908383324,73.3857672022361
"1088","Woking",72.5255636238471,43.8660474322298,106.894334243439
"1089","Wokingham",83.4464040136181,52.9587584759795,120.010828283575
"1090","Wolverhampton",41.4746178575004,18.000113615032,69.6190527682346
"1091","Worcester",40.1724791157915,16.8948546252682,68.0854470836546
"1092","Worthing",43.7737058131964,19.9278145356914,72.361003686161
"1093","Wrexham",72.6898928528284,44.0241355455927,107.061121947029
"1094","Wychavon",39.2909451401079,16.1423736808706,67.0533052074188
"1095","Wycombe",48.1103275162632,23.4480334547805,77.699623907012
"1096","Wyre",31.9318738123241,9.99680727826504,58.2411322503029
"1097","Wyre Forest",37.9891175914115,15.0273257158639,65.5345497702931
"1098","York",49.9909906987141,25.0338274443828,79.9296858347308
