"","Map","est.percentage","lci.percentage","uci.percentage"
"1128","Birmingham",-36.3222783031504,-46.2062199449702,-24.6222846516193
"1129","Blaby",-37.8323935700793,-47.9887484769806,-25.6927842331384
"1130","Blackburn with Darwen",-26.0864745364435,-39.096907001685,-10.2966864654482
"1131","Blackpool",-24.5442991635626,-39.1587234443079,-6.4194061821462
"1132","Bolsover",-32.6262036574112,-43.4918481764895,-19.6712635764514
"1133","Bolton",-45.0365876317003,-53.5749347209551,-34.9278955019293
"1134","Boston",-27.0065402786545,-38.3511450062691,-13.5743046219837
"1135","Bournemouth, Christchurch and Poole",-5.4801893290628,-20.4431977927027,12.2970552032865
"1136","Bracknell Forest",88.853113937468,57.1553634767621,126.944202570293
"1137","Bradford",-52.4139512716277,-59.8047063718973,-43.6642494882576
"1138","Braintree",-22.9201043307554,-34.8619189763178,-8.78898759357745
"1139","Breckland",-19.2871632344654,-31.8778988276973,-4.36933232193738
"1140","Brent",-14.0008078888243,-27.303852935892,1.73663037812417
"1141","Brentwood",-10.2492929597131,-24.2026406969999,6.27269192889386
"1142","Bridgend",-29.5186276043011,-41.3929849009787,-15.2384088084338
"1143","Brighton and Hove",-45.6167439158569,-54.3068096883177,-35.2739757907135
"1144","Bristol, City of",-32.0890011306469,-42.9904018236354,-19.103029753588
"1145","Broadland",-12.8377518695616,-26.5168969252084,3.38781544676432
"1146","Bromley",-8.82551009471818,-22.9255099770065,7.85394242645525
"1147","Bromsgrove",-45.7589259786758,-55.5178999743249,-33.8589205705532
"1148","Broxbourne",-20.006757769931,-32.5725113879139,-5.09925648733827
"1149","Broxtowe",-30.8060966167095,-41.6544870189778,-17.9406260945303
"1150","Burnley",-40.1124982598599,-49.3813999959876,-29.1463441424498
"1151","Bury",-40.3961920091783,-49.6653380438378,-29.4201294110049
"1152","Caerphilly",-44.9241595699904,-54.5881679433884,-33.2035713668098
"1153","Calderdale",-51.4081915861174,-58.9563760764096,-42.4718477752556
"1154","Cambridge",-15.1966371807719,-28.5106168485591,0.596900244825793
"1155","Camden",7.84641523145952,-8.94447010529801,27.7335851180755
"1156","Cannock Chase",-41.5705790132821,-51.3665570827506,-29.8014487139625
"1157","Canterbury",-19.0997360508712,-31.6652037143605,-4.22371818185826
"1158","Cardiff",-24.4146726785687,-36.5123921827073,-10.0117030282597
"1159","Carlisle",-37.3929913152221,-47.3940296560273,-25.4906332717243
"1160","Carmarthenshire",1.04794936369765,-15.9336555462327,21.45987953864
"1161","Causeway Coast and Glens",-18.8360780624535,-32.5229996367376,-2.37292427316137
"1162","Central Bedfordshire",-23.3157343669672,-36.1229290898013,-7.94072877974354
"1163","Ceredigion",-61.5074075218942,-69.2317789149417,-51.8438303082442
"1164","Charnwood",-37.5404485641846,-47.5224219518499,-25.6597634520448
"1165","Chelmsford",-14.6672851340126,-27.8386758871387,0.908240195416465
"1166","Cheltenham",-25.649983017557,-37.322048726499,-11.8043121548764
"1167","Cherwell",-20.78044888525,-33.0726607913837,-6.23058748442616
"1168","Cheshire East",-50.2118273051804,-58.1972627805708,-40.7009611050771
"1169","Cheshire West and Chester",-3.47788506455337,-18.7430788185517,14.655078437043
"1170","Chesterfield",-36.372782844877,-46.3650243717823,-24.5189782322699
"1171","Chichester",-39.0751129986879,-48.8853951120511,-27.3819710773549
"1172","Chiltern",-18.6119998104004,-31.6497270104681,-3.08734281314801
"1173","Chorley",-27.2178866959177,-38.6548639661944,-13.6486385148919
"1174","City of Edinburgh",7.98062573440108,-9.20064382562861,28.4129758761863
"1175","Colchester",-16.5878170963477,-29.4805817342409,-1.33792325778986
"1176","Conwy",-48.2055600847275,-57.4712877738731,-36.921108923474
"1177","Copeland",-34.2950406635766,-44.7954529559827,-21.7973534325211
"1178","Corby",-36.1175063600707,-46.238436311098,-24.0912519347342
"1179","Cornwall and Isles of Scilly",-12.7460515680199,-27.1600059744168,4.52021061803871
"1180","Cotswold",-20.662988204703,-33.3696360487592,-5.53313733640685
"1181","County Durham",-59.9546564747809,-66.3125774419725,-52.3967873977147
"1182","Coventry",-34.2320641265974,-44.4879524873046,-22.0813934478134
"1183","Craven",-27.90611758611,-39.4378417118843,-14.1786219576042
"1184","Crawley",-36.3469852146492,-46.5302617366324,-24.224310369592
"1185","Croydon",-12.5998885198509,-26.13866185294,3.42054014149409
"1186","Dacorum",-19.7771898630121,-32.3344147526943,-4.88962383530899
"1187","Darlington",-50.252109120262,-59.0726617970433,-39.530574045406
"1188","Dartford",-27.8643303096611,-39.4543693101405,-14.0556505501032
"1189","Daventry",-23.6671780317843,-35.6771585505921,-9.41476498338145
"1190","Denbighshire",-34.7490193990408,-45.9830183572316,-21.1786675245161
"1191","Derby",-53.2334733145654,-61.0599044619823,-43.8340356385574
"1192","Derbyshire Dales",-29.6048360015663,-40.9352086030322,-16.1009630752581
"1193","Derry City and Strabane",-7.28766950179974,-22.5837663410585,11.0306691523572
"1194","Doncaster",-38.1686895095683,-47.7610071801755,-26.8149948803508
"1195","Dorset",-3.56853754964062,-19.0612441790616,14.8896700474047
"1196","Dover",-26.8829436231892,-38.2795734161459,-13.3819348129999
"1197","Dudley",-35.1709822928031,-45.2560063464449,-23.2280793491741
"1198","Dumfries and Galloway",-21.6886129401564,-34.7078114012194,-6.07339905663436
"1199","Dundee City",12.2388682586504,-7.30796620894393,35.9077261847525
"1200","Ealing",-8.82513434021381,-22.9538381320768,7.89448723390558
"1201","East Cambridgeshire",-19.7119999296875,-32.3799892580921,-4.67077889274191
"1202","East Devon",-26.6265805327475,-38.4562000687214,-12.5231349002025
"1203","East Hampshire",-26.8227120392182,-38.21690999788,-13.3271664931062
"1204","East Hertfordshire",-8.89318837497706,-23.3714601605036,8.32062234075277
"1205","East Lindsey",-0.355472733159157,-20.2487300944851,24.4999838371925
"1206","East Lothian",-7.95978633385951,-24.212415455588,11.7782151606178
"1207","East Northamptonshire",-39.3937502308815,-48.9493997399349,-28.0494745925621
"1208","East Renfrewshire",68.8403673344221,39.2255695914721,104.754555684495
"1209","East Riding of Yorkshire",-22.7944051306492,-35.5093670430267,-7.57256355187005
"1210","East Staffordshire",-49.0904081763416,-57.1677970645144,-39.4897679310288
"1211","East Suffolk",-27.1805999960976,-38.7676831878053,-13.4008756651799
"1212","Eastbourne",-42.5320348443874,-51.6088271163956,-31.7526973964778
"1213","Eastleigh",-21.5693626890629,-33.7834119511813,-7.10235833255824
"1214","Eden",-18.570348256563,-32.5455776009985,-1.69972631541518
"1215","Elmbridge",-9.44022771698548,-23.6992559631088,7.48351748688392
"1216","Enfield",-18.6243451304363,-31.2535431234212,-3.67507641391789
"1217","Epping Forest",-13.6431648662752,-26.9724696597675,2.11906303785834
"1218","Epsom and Ewell",-11.8837952806222,-26.0022579317588,4.92841155865078
"1219","Erewash",-33.8070500159677,-44.2408467563203,-21.4208542866413
"1220","Exeter",-33.6479330013938,-44.0079385491379,-21.3710536653275
"1221","Falkirk",-15.8126787968634,-30.5852568177658,2.1037423239225
"1222","Fareham",-26.1492337931132,-37.6464374679911,-12.5320920269069
"1223","Fenland",-37.9154791155497,-47.663724979186,-26.3515079757047
"1224","Fermanagh and Omagh",-21.0498735307002,-35.0019868616921,-4.10287686401892
"1225","Fife",-32.4036927819732,-43.6244788461217,-18.9495608024277
"1226","Flintshire",-49.0882728891355,-57.8364506522677,-38.5250056622536
"1227","Folkestone and Hythe",-24.5364728222935,-36.3131968538453,-10.5820412899105
"1228","Forest of Dean",-28.2142102759332,-39.5509944517902,-14.7512922739795
"1229","Fylde",-25.169406445675,-36.9655427581523,-11.165765888834
"1230","Gateshead",-57.774621432163,-64.4472877856246,-49.849604034535
"1231","Gedling",-35.5849648326338,-45.7126938817563,-23.5678273190531
"1232","Glasgow City",-28.4378432031604,-39.5422760025284,-15.2938293603373
"1233","Gloucester",-26.9919420306108,-38.4723038549111,-13.3694764729599
"1234","Gosport",-28.7165676057035,-39.8497969669828,-15.5226835872351
"1235","Gravesham",-23.9289792429999,-35.716999316672,-9.97930809859094
"1236","Great Yarmouth",-5.68621687322656,-21.2039303613476,12.8874793942854
"1237","Greenwich",-9.4734378057286,-23.4690281240473,7.08159405052993
"1238","Guildford",-14.9533843032777,-28.3172988963326,0.901985138725858
"1239","Gwynedd",-11.7432937565832,-27.7403650311014,7.79526080209731
"1240","Hackney and City of London",-6.78438169277481,-21.2076225384638,10.2790876013361
"1241","Halton",-58.0792251200247,-65.3707311617982,-49.2524264734426
"1242","Hambleton",-30.8171573382709,-41.7668351444115,-17.8085935973608
"1243","Hammersmith and Fulham",0.457450951503025,-15.1334401868653,18.912554884919
"1244","Harborough",-32.6135961244489,-43.3993138321731,-19.7725728303971
"1245","Haringey",-5.92303959693102,-20.5588930906921,11.4092542640997
"1246","Harlow",-25.6046815538791,-37.0918826135169,-12.0198849268225
"1247","Harrogate",-29.2743312276239,-40.5998379730175,-15.7894515333536
"1248","Harrow",-12.1711596607211,-25.7346003064309,3.86943620005198
"1249","Hart",-12.0290324272621,-26.0613190156983,4.66634017080689
"1250","Hartlepool",-55.498950142201,-63.5811483174272,-45.6231224502349
"1251","Hastings",-42.3534753326423,-51.4646409075701,-31.5319414883532
"1252","Havant",-23.9232721479832,-35.8144154613841,-9.82915303688169
"1253","Havering",-14.8744753102227,-28.0328719114172,0.689789160274779
"1254","Herefordshire, County of",-44.4880287261904,-53.6529820596965,-33.5107393819071
"1255","Hertsmere",-13.6522651285731,-27.2862646023229,2.53814188817505
"1256","High Peak",-31.5091825211076,-42.2928503351626,-18.7103832684132
"1257","Highland",28.3097916274479,5.54471834998387,55.9850922420091
"1258","Hillingdon",-11.2278385268739,-24.989797810565,5.05899761087045
"1259","Hinckley and Bosworth",-35.1385108120619,-45.5179752485661,-22.7816367164972
"1260","Horsham",-37.3099102346682,-47.3118672356578,-25.4092497002456
"1261","Hounslow",-10.319254721912,-24.1902132202278,6.08968070306288
"1262","Huntingdonshire",-20.8573998457517,-33.3258578764465,-6.05726658517367
"1263","Hyndburn",-35.2237476380707,-45.2784118176825,-23.3216174925966
"1264","Inverclyde",-4.04065846309662,-21.0416602981454,16.6209327978028
"1265","Ipswich",-30.696627477609,-41.5245120490465,-17.8637475072326
"1266","Isle of Anglesey",-42.7189588999491,-54.478652912191,-27.9213406585582
"1267","Isle of Wight",-14.2870689833971,-29.4923993481383,4.19736986558408
"1268","Islington",3.37982766290512,-12.7564162971535,22.5005704031305
"1269","Kensington and Chelsea",-1.83078258671694,-17.0348861533372,16.1596097529382
"1270","Kettering",-40.4468069159701,-49.7321702277732,-29.4462716498008
"1271","King's Lynn and West Norfolk",-19.1181567493865,-31.8121962383483,-4.06095801994558
"1272","Kingston upon Hull, City of",-48.6259708275877,-57.3980412289264,-38.0476637801938
"1273","Kingston upon Thames",-5.82356982578789,-20.3977283460592,11.4189308430267
"1274","Kirklees",-51.0715245688002,-58.6706937064367,-42.0751054707549
"1275","Knowsley",-45.2458933698634,-53.7124198602415,-35.2307425920233
"1276","Lambeth",5.21175175219695,-11.2251133878656,24.6919385561103
"1277","Lancaster",-25.1124123407829,-36.9388052002598,-11.0681171959015
"1278","Leeds",-44.5161550668301,-53.142344020224,-34.3019409699726
"1279","Leicester",-5.29924532686928,-21.2879770574151,13.9372690523049
"1280","Lewes",-37.8833687333677,-47.6936626992591,-26.233109045085
"1281","Lewisham",-6.57761802822977,-21.0467875984468,10.5432089183447
"1282","Lichfield",-40.8714318990262,-50.3395362893727,-29.5981691583899
"1283","Lincoln",-15.5020366537931,-28.5564763718418,-0.0622387157447446
"1284","Lisburn and Castlereagh",-22.608670546033,-35.3832613660962,-7.3085704837806
"1285","Liverpool",-37.1216347148888,-46.8653092118274,-25.5911954641894
"1286","Luton",10.8929828117246,-7.20576700013441,32.521744502153
"1287","Maidstone",-16.5463071461979,-29.4590011404618,-1.2699144676908
"1288","Maldon",-17.6904154789022,-30.4984969462377,-2.52199727543885
"1289","Malvern Hills",-53.9996598515456,-61.8515064208743,-44.5317207772689
"1290","Manchester",-39.5863601502403,-48.9875285205925,-28.4526357173302
"1291","Mansfield",-34.6437081121036,-44.88119508748,-22.504762283667
"1292","Medway",-43.990540960501,-52.9732290995463,-33.2920495745319
"1293","Melton",-36.1920994207487,-46.4288988803488,-23.9991694918118
"1294","Mendip",-27.5681896805734,-39.0845078209724,-13.8746654015274
"1295","Merton",-9.92373933409384,-23.8854525667271,6.59897495502175
"1296","Mid and East Antrim",-38.1902682384212,-48.3219091882921,-26.072289428061
"1297","Mid Devon",-27.4389736456811,-38.8147210706796,-13.948213725163
"1298","Mid Suffolk",-25.7005655005155,-37.3843342366808,-11.8366642014196
"1299","Mid Sussex",-37.2139606575403,-47.2604308252039,-25.2537175029334
"1300","Middlesbrough",-42.6765985163969,-52.8115925438458,-30.3648388493814
"1301","Midlothian",-10.169840043573,-25.5794932355542,8.43056556089497
"1302","Milton Keynes",16.8242709576085,-2.56752529200988,40.0755787603691
"1303","Mole Valley",-14.3936152102452,-27.8752526106978,1.60802473546746
"1304","Monmouthshire",-33.1227271753368,-45.2014601086416,-18.3815913830627
"1305","Moray",-34.7783983928906,-46.3810187712325,-20.6650850368222
"1306","Neath Port Talbot",-53.7870945851695,-61.8137857653571,-44.0732036499549
"1307","New Forest",-21.1790411056257,-33.6274319050245,-6.39591416534377
"1308","Newark and Sherwood",-32.9656653879846,-43.5057808646807,-20.4590826167148
"1309","Newcastle upon Tyne",-55.3731500895943,-62.3876535500919,-47.050478874584
"1310","Newcastle-under-Lyme",-43.2676110928331,-52.4738351437612,-32.2780628134035
"1311","Newham",-6.11718877258115,-20.7115062342087,11.1634466155784
"1312","Newport",-31.3829905280611,-43.3616414500988,-16.8709314779327
"1313","Newry, Mourne and Down",-46.9255481882267,-55.954298880513,-36.0460302929774
"1314","North Ayrshire",5.27472001289924,-12.6605448588441,26.8930136543974
"1315","North Devon",-27.9119487654761,-39.7093074203103,-13.8061463811752
"1316","North East Derbyshire",-33.1118462002712,-43.7262487159146,-20.4953461135003
"1317","North East Lincolnshire",-11.8595054729972,-27.0087679492363,6.43397237166274
"1318","North Hertfordshire",-14.1893918684212,-27.7234603861468,1.87898462283367
"1319","North Kesteven",-10.5082758475343,-24.3488986945976,5.86453539453089
"1320","North Lincolnshire",-55.4256344627064,-63.0996348460279,-46.1557072738507
"1321","North Norfolk",-16.5630969178082,-30.5393740850168,0.225368030341477
"1322","North Somerset",-50.8446901921347,-59.3496878454211,-40.5602477757346
"1323","North Tyneside",-57.6055766603606,-64.2625418344617,-49.7085908579339
"1324","North Warwickshire",-45.7707290843769,-54.5529875302336,-35.2913719907021
"1325","North West Leicestershire",-34.6643601895082,-45.1494825205613,-22.1749214846239
"1326","Northampton",-41.0526806101582,-50.251080745614,-30.1535286529532
"1327","Northumberland",-45.5457249641991,-54.5234158803057,-34.795716805157
"1328","Norwich",-15.9896254298716,-29.05849368897,-0.513205844968845
"1329","Nottingham",-17.6798446939164,-31.1776346843498,-1.53479993695124
"1330","Nuneaton and Bedworth",-53.7293441433033,-61.0648734326829,-45.0117726031477
"1331","Oadby and Wigston",-36.8931727934357,-47.0042859158271,-24.8529487921643
"1332","Oldham",-46.9904708721902,-55.242511767261,-37.2169822457404
"1333","Oxford",-17.4681473143806,-30.297333226594,-2.2776742550744
"1334","Pembrokeshire",26.9728720812167,4.17263994328354,54.7633836805004
"1335","Pendle",-41.2980832267037,-50.4676066455298,-30.4310815712275
"1336","Perth and Kinross",15.8046709529797,-3.37576769372098,38.7925315879216
"1337","Peterborough",-37.5884771143089,-48.3759702925366,-24.5468009571517
"1338","Plymouth",-50.1549830309942,-58.9481212755662,-39.4783918826667
"1339","Portsmouth",-37.9883542550356,-48.3204819893376,-25.5905558715626
"1340","Powys",-3.25804611642392,-20.3027289085041,17.4319460758879
"1341","Preston",-35.7051592801116,-45.6764954488617,-23.9035372008377
"1342","Reading",-18.6759788715923,-32.7808817616529,-1.61137804511136
"1343","Redbridge",-15.6433957135245,-28.7639960967472,-0.106178100480359
"1344","Redcar and Cleveland",-56.8840849335916,-64.4986967421415,-47.6362284924781
"1345","Redditch",-55.9321904176684,-63.415018899761,-46.9188781029067
"1346","Reigate and Banstead",-14.024304173208,-27.4899107117335,1.94195518798221
"1347","Renfrewshire",-39.2231187620884,-49.1664823505337,-27.3347691875501
"1348","Rhondda Cynon Taf",2.27473678652201,-14.5040145076315,22.3463502351937
"1349","Ribble Valley",-28.1910115658789,-39.4365327246748,-14.8574041098105
"1350","Richmond upon Thames",-3.18451665592305,-18.2055395912038,14.595019861996
"1351","Richmondshire",-26.6446262384824,-39.1972211271474,-11.5005767919849
"1352","Rochdale",-47.166790137626,-55.4202606421409,-37.3852762584724
"1353","Rochford",-21.3099820249058,-33.6126858023488,-6.72737700330525
"1354","Rossendale",-32.591982805312,-43.0600004325686,-20.1994939122139
"1355","Rother",-40.0408677113998,-49.5534230950995,-28.7345591043934
"1356","Rotherham",-38.4805786536828,-47.9994797721941,-27.2192049962997
"1357","Rugby",-49.6437473324266,-57.7849915761421,-39.9324487333893
"1358","Runnymede",-14.5447281126666,-28.1713949185949,1.66706544087618
"1359","Rushcliffe",-26.203473178016,-37.8320542766978,-12.3997534802486
"1360","Rushmoor",-21.307332209209,-33.7465404933863,-6.5326398025505
"1361","Ryedale",-29.9399235137766,-41.6545520538127,-15.8732259321659
"1362","Salford",-41.7795795656658,-50.8390212714404,-31.050653522049
"1363","Sandwell",-37.319147431792,-47.0476378649173,-25.803323586307
"1364","Scarborough",-24.6853526620534,-37.2260630186809,-9.63931248525507
"1365","Scottish Borders",14.6263009836497,-6.97032380749648,41.2365324158038
"1366","Sedgemoor",-18.0330873527191,-31.5395209791089,-1.86199592794589
"1367","Sefton",-37.5240369181635,-47.2295818640802,-26.0334463723695
"1368","Selby",-35.4032361966932,-45.5940920345548,-23.3035151897392
"1369","Sevenoaks",-15.0176734662725,-28.2752740734635,0.690462456170993
"1370","Sheffield",-37.1151156059086,-46.8488054965498,-25.5988746405024
"1371","Shropshire",-36.719513478741,-46.5947092182996,-25.0182909641721
"1372","Slough",-31.652146138943,-43.6208237508678,-17.1426502088294
"1373","Solihull",-31.6613307669836,-42.2873356480664,-19.0788752350653
"1374","Somerset West and Taunton",-23.720521202448,-35.8943075433522,-9.23491093148928
"1375","South Ayrshire",-10.0550120803821,-25.5641218111557,8.68550286107421
"1376","South Bucks",-22.7374581668431,-35.0971126704191,-8.02411701336443
"1377","South Cambridgeshire",-22.1005608424213,-34.3866950306923,-7.51384000693285
"1378","South Derbyshire",-30.282239781631,-41.3212328102331,-17.1665267924436
"1379","South Gloucestershire",-61.0599915885857,-67.5730844825308,-53.2387144788984
"1380","South Hams",-16.8684954239135,-30.4320912561893,-0.660416880811665
"1381","South Holland",-24.8723634055668,-36.5756943736075,-11.009482492205
"1382","South Kesteven",-8.27401185465251,-22.5835392786384,8.68046437207954
"1383","South Lakeland",-23.95489030778,-36.7271729129538,-8.60438873473854
"1384","South Lanarkshire",-13.2464792391603,-27.142637620679,3.30010747874099
"1385","South Norfolk",-16.4045002791532,-29.4491097338411,-0.947988789163157
"1386","South Northamptonshire",-27.7310523395718,-39.1649733772108,-14.1481300184191
"1387","South Oxfordshire",-17.9984454139603,-30.748270013677,-2.90127111834932
"1388","South Ribble",-33.7586227965031,-44.0802163098646,-21.5318843482934
"1389","South Somerset",-28.2068378693143,-39.4546855408511,-14.8694135167041
"1390","South Staffordshire",-34.7735306331589,-45.2208041131844,-22.3337941131144
"1391","South Tyneside",-56.3267740606755,-63.2254505556521,-48.1339488106104
"1392","Southampton",-37.4860042227144,-47.9254419705408,-24.9537621455819
"1393","Southend-on-Sea",-43.2555057475858,-53.3120646812416,-31.0327688303546
"1394","Southwark",0.616408449582662,-14.9754981750238,19.0675797211128
"1395","Spelthorne",-14.4878204349159,-27.8378207161824,1.33192936443074
"1396","St Albans",-19.8817821536152,-32.5312948369008,-4.86064886878126
"1397","St. Helens",-37.6176424042924,-47.2940770600547,-26.1646827884431
"1398","Stafford",-42.5046962933793,-51.6406360909817,-31.6428157629244
"1399","Staffordshire Moorlands",-43.2635811716573,-52.7253636127268,-31.9080702156026
"1400","Stevenage",-22.7770727559866,-34.9148762880873,-8.37567554561336
"1401","Stirling",31.2936746472028,8.94062368886757,58.2332505420296
"1402","Stockport",-40.8449705376237,-50.0619949833981,-29.9267660065464
"1403","Stockton-on-Tees",-30.9885435069701,-42.5964869995542,-17.0332810946194
"1404","Stoke-on-Trent",-61.3086923159186,-67.7645355385102,-53.5599280074692
"1405","Stratford-on-Avon",-37.7231765678857,-47.8580459662807,-25.6183852586988
"1406","Stroud",-16.477218460816,-30.2457397685687,0.00901755530111625
"1407","Sunderland",-59.3031986819174,-65.6945695078063,-51.7210653310306
"1408","Surrey Heath",-15.759639305865,-29.010785942161,-0.0349776503219212
"1409","Sutton",-11.2081031333261,-24.9574076583127,5.060349105269
"1410","Swale",-22.2299958791894,-34.2727996633322,-7.98066082275003
"1411","Swansea",-17.2686831291206,-30.9623981866025,-0.85879851838061
"1412","Swindon",17.1477447215695,-1.89145216877469,39.8817370832816
"1413","Tameside",-43.4526275044287,-52.295385059695,-32.9707337507241
"1414","Tamworth",-45.1721282282289,-53.9184763126359,-34.7657090634339
"1415","Tandridge",-8.237645231943,-22.6546708533195,8.86668717396146
"1416","Teignbridge",-31.3074598342533,-42.0978171936395,-18.5062661592028
"1417","Telford and Wrekin",-35.6455706360379,-45.7523706836023,-23.6557867882842
"1418","Tendring",-22.9584553120211,-35.0429714128759,-8.62575248575354
"1419","Test Valley",-22.4114719500109,-34.6780771050855,-7.84135833465169
"1420","Tewkesbury",-27.9812989083469,-39.2871407796903,-14.5701030467393
"1421","Thanet",-28.4590466832278,-39.5938000200817,-15.2718097947882
"1422","Three Rivers",-14.5626641954712,-28.0202076515801,1.4109392542039
"1423","Thurrock",-16.5037520314873,-30.319678795027,0.0515397211142909
"1424","Tonbridge and Malling",-12.626222776801,-26.1508098700282,3.37522906904397
"1425","Torbay",-29.386016490458,-41.1136792789568,-15.3226996349938
"1426","Torridge",-33.8875656768226,-44.8082685960897,-20.8060000845204
"1427","Tower Hamlets",6.1227700583552,-10.4277651974949,25.7313982361816
"1428","Trafford",-38.3083000203893,-47.9337751705943,-26.9033647274378
"1429","Tunbridge Wells",-16.8781079246049,-29.7438278244974,-1.6563423789434
"1430","Uttlesford",2.30026102968657,-13.6836506328836,21.2440456932594
"1431","Vale of Glamorgan",-41.1003198520073,-51.1106077294996,-29.0403876910304
"1432","Vale of White Horse",-23.9846376171376,-35.8002237211364,-9.99446332805538
"1433","Wakefield",-51.2360723192224,-58.8144734265773,-42.2631967903356
"1434","Walsall",-38.4821166271843,-48.0397024599848,-27.1665068554139
"1435","Waltham Forest",-13.4702234766654,-26.8971266127273,2.42281702817166
"1436","Wandsworth",-1.22605712757421,-16.5907746381335,16.9689773312014
"1437","Warrington",-67.9166570710726,-73.30313560438,-61.4433785840395
"1438","Warwick",-38.9105376921561,-48.6231744332547,-27.3617557353128
"1439","Watford",-19.1850320256394,-31.8691866935264,-4.13942338662262
"1440","Waverley",-9.53572194975073,-23.7083234037679,7.26970448512856
"1441","Wealden",-39.1525757970549,-48.7742737895618,-27.723639935851
"1442","Wellingborough",-40.6685495403955,-49.9375623850963,-29.6833877583195
"1443","Welwyn Hatfield",-24.5264347684283,-36.3731009482783,-10.4740426822644
"1444","West Berkshire",-19.7325683481577,-33.5983855126508,-2.97132631902101
"1445","West Devon",-32.832997409351,-43.619469578354,-19.9829053882012
"1446","West Dunbartonshire",-55.2201846925069,-63.3430449019421,-45.2973698003786
"1447","West Lancashire",-34.9562756230201,-45.1422469813421,-22.8789761150148
"1448","West Lindsey",-15.4269802788168,-28.5969882274984,0.172184438783196
"1449","West Lothian",-18.8752099051878,-32.3025802536191,-2.784602536064
"1450","West Oxfordshire",-18.9445295127437,-31.5711671054425,-3.98799719360656
"1451","West Suffolk",-33.4179583044434,-43.8608362508958,-21.0325202533929
"1452","Westminster",1.00921677393306,-14.680710574383,19.5844684358097
"1453","Wigan",-42.9626800114655,-51.8393850735554,-32.4498684984992
"1454","Wiltshire",-34.438007459969,-45.280472778601,-21.4471490510589
"1455","Winchester",-14.6995117578046,-28.0998963284302,1.19836999948608
"1456","Windsor and Maidenhead",32.3263180677804,10.1870968518233,58.9138379507605
"1457","Wirral",-37.3275315219296,-47.02363995599,-25.856772683671
"1458","Woking",-15.4139709655444,-28.6498241762796,0.277206400928676
"1459","Wokingham",39.5765511791571,15.5817913944549,68.5526189205829
"1460","Wolverhampton",-36.7910368646658,-46.6017723868379,-25.1777971061492
"1461","Worcester",-52.8430210619434,-60.8401224942055,-43.2127778684889
"1462","Worthing",-40.6524281791946,-50.1588699158836,-29.3327764623037
"1463","Wrexham",-26.7710457025254,-39.5584993081184,-11.278183266189
"1464","Wychavon",-48.5688190082605,-57.4520993609017,-37.8308603133675
"1465","Wycombe",-30.7060781689299,-41.7100584499092,-17.6247655248683
"1466","Wyre",-33.5870816548982,-43.9255503780141,-21.3425053148662
"1467","Wyre Forest",-53.0207342432387,-60.9976912695523,-43.4122880699767
"1468","York",-20.675962831254,-33.7982656860353,-4.95259772339085
